Date,Close,Search Trends
2019-12-26,596.74,1412.0
2019-12-27,599.02,1311.0
2019-12-30,582.99,1222.0
2019-12-31,572.53,697.0
2020-01-02,610.2,1402.0
2020-01-03,608.23,1349.0
2020-01-06,606.69,1358.0
2020-01-07,624.89,1362.0
2020-01-08,632.79,1368.0
2020-01-09,646.43,1388.0
2020-01-10,669.825,1318.0
2020-01-13,691.19,1393.0
2020-01-14,652.33,1393.0
2020-01-15,660.21,1366.0
2020-01-16,666.23,1318.0
2020-01-17,672.39,1252.0
2020-01-21,658.0,1354.0
2020-01-22,663.13,1338.0
2020-01-23,663.63,1326.0
2020-01-24,660.75,1271.0
2020-01-27,653.86,1354.0
2020-01-28,674.8,1361.0
2020-01-29,668.75,1394.0
2020-01-30,670.28,1363.0
2020-01-31,663.91,1257.0
2020-02-03,677.62,1331.0
2020-02-04,709.99,1328.0
2020-02-05,675.65,1296.0
2020-02-06,670.825,1253.0
2020-02-07,645.78,1254.0
2020-02-10,659.65,1338.0
2020-02-11,652.035,1343.0
2020-02-12,700.01,1316.0
2020-02-13,718.81,1265.0
2020-02-14,734.64,1177.0
2020-02-18,728.45,1334.0
2020-02-19,742.455,1371.0
2020-02-20,742.06,1351.0
2020-02-21,735.6,1280.0
2020-02-24,673.51,1243.0
2020-02-25,629.3,921.0
2020-03-10,598.65,256.0
2020-03-11,553.11,1077.0
2020-03-12,502.14,1074.0
2020-03-13,534.62,1330.0
2020-03-16,466.33,1351.0
2020-03-17,492.23,1280.0
2020-03-18,453.04,1107.0
2020-03-19,463.23,1080.0
2020-03-20,454.62,1077.0
2020-03-23,458.31,1085.0
2020-03-24,489.99,1111.0
2020-03-25,480.02,1140.0
2020-03-26,487.56,1165.0
2020-03-27,469.44,1183.0
2020-03-30,471.36,1313.0
2020-03-31,486.63,1281.0
2020-04-01,446.48,1160.0
2020-04-02,461.77,1151.0
2020-04-03,454.0,1119.0
2020-04-06,506.12,1259.0
2020-04-07,524.58,1228.0
2020-04-08,544.39,1114.0
2020-04-09,532.24,1077.0
2020-04-13,542.84,1292.0
2020-04-14,560.48,1247.0
2020-04-15,587.88,1170.0
2020-04-16,612.55,1216.0
2020-04-17,585.96,1171.0
2020-04-20,601.63,1267.0
2020-04-21,572.63,1226.0
2020-04-22,600.92,1194.0
2020-04-23,587.24,1171.0
2020-04-24,571.05,1189.0
2020-04-27,589.61,1268.0
2020-04-28,598.25,1240.0
2020-04-29,603.37,1137.0
2020-04-30,583.82,1111.0
2020-05-01,605.88,1107.0
2020-05-04,607.22,1340.0
2020-05-05,741.12,1527.0
2020-05-06,744.79,1270.0
2020-05-07,772.05,1249.0
2020-05-08,784.58,1217.0
2020-05-11,779.54,1256.0
2020-05-12,761.28,1262.0
2020-05-13,768.35,1270.0
2020-05-14,775.42,1260.0
2020-05-15,775.62,1238.0
2020-05-18,794.555,1296.0
2020-05-19,805.83,1273.0
2020-05-20,827.56,1241.0
2020-05-21,814.47,1253.0
2020-05-22,841.15,1250.0
2020-05-26,834.39,1254.0
2020-05-27,819.58,1237.0
2020-05-28,827.07,1226.0
2020-05-29,852.12,1200.0
2020-06-01,842.81,1226.0
2020-06-02,859.26,1199.0
2020-06-03,852.9,1203.0
2020-06-04,840.05,1184.0
2020-06-05,865.44,1157.0
2020-06-08,858.65,1229.0
2020-06-09,866.81,1196.0
2020-06-10,887.7,1235.0
2020-06-11,856.445,1253.0
2020-06-12,896.1,1219.0
2020-06-15,923.85,1196.0
2020-06-16,949.54,1233.0
2020-06-17,935.22,1248.0
2020-06-18,925.0,1290.0
2020-06-19,952.36,1318.0
2020-06-22,984.37,1226.0
2020-06-23,977.68,1243.0
2020-06-24,953.66,1204.0
2020-06-25,971.65,1198.0
2020-06-26,972.54,1145.0
2020-06-29,980.65,1157.0
2020-06-30,984.93,1170.0
2020-07-01,977.23,1193.0
2020-07-02,986.23,1224.0
2020-07-06,995.74,1222.0
2020-07-07,1008.01,1200.0
2020-07-08,1014.44,1172.0
2020-07-09,1017.89,1134.0
2020-07-10,1034.5,1150.0
2020-07-13,984.09,1216.0
2020-07-14,969.19,1185.0
2020-07-15,972.25,1160.0
2020-07-16,955.02,1196.0
2020-07-17,962.25,1173.0
2020-07-20,1025.945,1149.0
2020-07-21,1014.685,1188.0
2020-07-22,1019.48,1034.0
2020-07-23,981.13,1032.0
2020-07-24,990.0,986.0
2020-07-25,988.97,949.0
2020-07-27,1068.11,1228.0
2020-07-28,1041.36,1159.0
2020-07-29,1086.32,1237.0
2020-07-30,1108.0,1177.0
2020-07-31,1122.51,1170.0
